Type,DatePublished,Polarity_of_Body,Polarity_of_Desc,Polarity_of_Title
Bitcoin,2019-01-12,0.0009920634920634885,0.0009920634920634885,0.0
Bitcoin,2019-01-31,0.0,0.0,0.0
Bitcoin,2019-02-15,0.0,0.0,0.0
Bitcoin,2019-02-18,0.2142857142857143,0.2142857142857143,-0.4
Bitcoin,2019-03-03,0.04722222222222221,0.04722222222222221,0.0
Bitcoin,2019-03-04,-0.16111111111111112,-0.16111111111111112,-0.07777777777777779
Bitcoin,2019-03-11,0.0175,0.0175,0.0
Bitcoin,2019-03-12,0.1607142857142857,0.1607142857142857,0.0
Bitcoin,2019-03-14,-0.25,-0.25,-0.25
Bitcoin,2019-03-28,0.22380952380952382,0.22380952380952382,0.06818181818181818
Bitcoin,2019-04-01,0.02727272727272727,0.02727272727272727,0.0
Bitcoin,2019-04-19,0.04545454545454545,0.04545454545454545,0.0
Bitcoin,2019-04-25,0.07083333333333333,0.07083333333333333,0.0
Bitcoin,2019-04-26,-0.09999999999999999,-0.09999999999999999,0.0
Bitcoin,2019-04-30,0.2,0.5,0.5
Bitcoin,2019-05-03,0.01666666666666666,0.01666666666666666,0.0
Bitcoin,2019-05-07,0.18722222222222223,0.3666666666666667,0.0
Bitcoin,2019-05-08,0.1875,0.1875,0.5
Bitcoin,2019-05-13,0.13636363636363635,0.13636363636363635,0.13636363636363635
Bitcoin,2019-05-16,0.2301190476190476,0.3,0.475
Bitcoin,2019-05-31,0.006999999999999995,0.02,0.0
Bitcoin,2019-06-06,-0.0031249999999999993,0.02875,0.0
Bitcoin,2019-06-13,0.0,0.5,0.5
Bitcoin,2019-06-18,0.2016025641025641,0.08333333333333333,0.0
Bitcoin,2019-07-05,0.0,0.0,0.0
Bitcoin,2019-07-08,0.12045454545454545,0.05,0.0
Bitcoin,2019-07-10,0.08333333333333333,0.08333333333333333,0.0
Bitcoin,2019-07-11,0.014460784313725486,0.16866666666666666,-0.65
Bitcoin,2019-07-16,0.11041666666666666,0.25,0.0
Bitcoin,2019-07-17,0.009303977272727273,0.05,0.3181818181818182
Bitcoin,2019-07-19,-0.15555555555555559,-0.15555555555555559,0.0
Bitcoin,2019-07-26,0.06364583333333333,0.15833333333333333,0.13636363636363635
Bitcoin,2019-07-30,0.31093750000000003,0.5,1.0
Bitcoin,2019-07-31,0.11666666666666665,0.11666666666666665,0.0
Bitcoin,2019-08-08,0.14,0.0,0.0
Bitcoin,2019-08-13,-0.07485119047619047,0.45,0.5
Bitcoin,2019-08-16,0.14390350877192984,0.23333333333333334,0.06818181818181818
Bitcoin,2019-08-23,0.030729166666666665,-0.109375,0.0
Bitcoin,2019-08-30,0.1416666666666667,0.1416666666666667,0.22727272727272727
Bitcoin,2019-08-31,0.08333333333333333,0.03333333333333333,0.0
Bitcoin,2019-09-01,-0.004687500000000001,0.0,-0.5
Bitcoin,2019-09-06,0.06614539154219681,0.18595478595478596,0.0
Bitcoin,2019-09-09,0.1466666666666667,0.5,0.13636363636363635
Bitcoin,2019-09-10,-0.08576388888888889,-0.16666666666666666,0.0
Bitcoin,2019-09-15,0.09832142857142857,-0.016666666666666646,0.2928571428571428
Bitcoin,2019-09-16,0.08076479076479076,0.13636363636363635,0.13636363636363635
Bitcoin,2019-09-18,0.02229166666666666,-0.16666666666666666,0.2
Bitcoin,2019-09-22,0.0,0.0,0.0
Bitcoin,2019-09-24,0.0,0.0,0.0
Bitcoin,2019-09-27,-0.019117647058823534,0.0,0.0
Bitcoin,2019-09-29,0.06261614275302294,0.09152783243692335,0.10516528925619834
Bitcoin,2019-09-30,0.09370072828918553,0.08302250445632801,-0.03067439096850862
Bitcoin,2019-10-01,0.09544700116691841,0.07841209374590057,0.03724690082644628
Bitcoin,2019-10-02,0.09336949776754136,0.13238494640280354,0.03790584415584416
Bitcoin,2019-10-03,0.04621689827201747,0.021405272967772962,0.16115740740740744
Bitcoin,2019-10-04,0.14476566648006278,0.03240641711229947,0.0077205882352941214
Bitcoin,2019-10-05,0.09083519345238095,0.09013888888888888,-0.07291666666666666
Bitcoin,2019-10-06,0.1137317298929141,0.15508333333333332,-0.11000000000000001
Bitcoin,2019-10-07,0.06134184275975448,0.04868773835291693,0.0387987012987013
Bitcoin,2019-10-08,0.09590065122029083,0.07920007365319867,0.06575915404040406
Bitcoin,2019-10-09,0.08803681147968649,0.06113721246074187,0.03599598930481283
Bitcoin,2019-10-10,0.10358254420106879,0.05090936648228315,0.02825757575757574
Bitcoin,2019-10-11,0.07958833059426793,0.07393001443001443,0.024350649350649352
Bitcoin,2019-10-12,0.19770269950971703,0.1275,0.11393939393939394
Bitcoin,2019-10-13,0.17369087939932948,0.14958062770562772,0.1978174603174603
Bitcoin,2019-10-14,0.0650004958329595,0.09249149659863945,0.07702380952380952
Bitcoin,2019-10-15,0.127857313141404,0.13290149875377144,0.09259641873278236
Bitcoin,2019-10-16,0.058398750435388364,0.04656501185596014,0.017943805874840367
Bitcoin,2019-10-17,0.040779009548898286,-0.015769277597402584,-0.011940586419753088
Bitcoin,2019-10-18,0.06545791666335554,0.029011387163561074,0.02374194847020934
Bitcoin,2019-10-19,0.16701458474185749,0.17327533577533577,0.08173076923076923
Bitcoin,2019-10-20,0.11218622735289402,0.25407196969696966,-0.05601851851851852
Bitcoin,2019-10-21,0.06281610866779631,0.06998674634544201,-0.035869565217391305
Bitcoin,2019-10-22,0.08109685048573423,0.0791211882205671,-0.016968599033816426
Bitcoin,2019-10-23,0.06053002341299388,0.057763214152103046,0.06422138047138047
Bitcoin,2019-10-24,0.10026897695101877,0.0908183879612451,0.06739718614718615
Bitcoin,2019-10-25,0.093508577996078,0.08229513888888888,0.01304563492063492
Bitcoin,2019-10-26,0.059143843920629637,0.05778659976387249,0.006168831168831172
Bitcoin,2019-10-27,0.1298307011811575,0.0755787037037037,0.09646464646464646
Bitcoin,2019-10-28,0.09050324552651888,0.13986577733860345,0.027217830478700043
Bitcoin,2019-10-29,0.07974123240837735,0.1356828655215752,0.08068548387096773
Bitcoin,2019-10-30,0.1020961282661505,0.1507036413517895,0.10027590722035165
Bitcoin,2019-10-31,0.07420925498535937,0.03561808561808561,0.025037411148522256
Bitcoin,2019-11-01,0.07618462197426817,0.12893554857840572,0.06080128205128206
Bitcoin,2019-11-02,0.06766685362652733,0.13629261363636364,0.03977272727272727
Bitcoin,2019-11-03,0.13348648550329223,0.3190476190476191,0.17232142857142857
Bitcoin,2019-11-04,0.07258869628529009,0.08243095902635376,-0.02901002506265663
Bitcoin,2019-11-05,0.12414836161555218,0.06088704505371172,0.02274731441398108
Bitcoin,2019-11-06,0.055966746547103687,0.10193130282415996,-0.022023809523809525
Bitcoin,2019-11-07,0.1164557097917365,0.0968284889713461,0.06072974644403215
Bitcoin,2019-11-08,0.09152019363630315,0.15899776222041845,0.12806818181818186
Bitcoin,2019-11-09,0.08658503031621088,0.11047397047397048,0.10846153846153846
Bitcoin,2019-11-10,0.11882707415164802,0.06787405303030303,-0.003125
Bitcoin,2019-11-11,0.09455169705214447,0.10441776609633753,0.09596928468357038
Bitcoin,2019-11-12,0.06055307461152221,0.05401747231875437,-0.002639860139860136
Bitcoin,2019-11-13,0.09266571817906404,0.1705820346320346,0.05878787878787879
Bitcoin,2019-11-14,0.11181624720962219,0.06927818393727486,0.0634013209013209
Bitcoin,2019-11-15,0.08090071337175579,0.07109605911330048,0.0699712643678161
Bitcoin,2019-11-16,0.03593382249064068,0.007851977567886642,-0.14053030303030303
Bitcoin,2019-11-17,0.016390225787284607,-0.06092145949288806,0.009999999999999998
Bitcoin,2019-11-18,0.12768165276988808,0.14571957318280848,0.07333842627960274
Bitcoin,2019-11-19,0.07945005713097819,0.09586328023828024,0.06690300440300441
Bitcoin,2019-11-20,0.08138943669094245,0.06972138972138972,0.05129370629370629
Bitcoin,2019-11-21,0.054022297918131255,0.07856439393939393,0.055624999999999994
Bitcoin,2019-11-22,0.06233393681410603,0.0745431776420077,0.04631661442006269
Bitcoin,2019-11-23,0.04550464967131634,0.03803102453102452,0.03116883116883117
Bitcoin,2019-11-24,0.009680759055759063,0.13449074074074074,-0.09873737373737373
Bitcoin,2019-11-25,0.09974045373142369,0.07233072916666666,-0.0008522727272727224
Ethereum,2019-01-05,0.5833333333333334,0.5833333333333334,0.0
Ethereum,2019-01-10,0.031296296296296294,0.0,0.0
Ethereum,2019-01-17,0.17500000000000004,0.17500000000000004,-0.05
Ethereum,2019-01-29,0.0,0.0,0.06818181818181818
Ethereum,2019-02-03,0.3333333333333333,0.3333333333333333,0.0
Ethereum,2019-02-08,0.0,0.0,0.0
Ethereum,2019-02-19,0.0,0.0,0.2848484848484848
Ethereum,2019-02-26,0.23111111111111107,0.23111111111111107,0.04545454545454545
Ethereum,2019-03-05,-0.020833333333333332,-0.020833333333333332,0.13636363636363635
Ethereum,2019-03-06,-0.0018713450292397664,0.04433333333333333,0.0
Ethereum,2019-03-12,-0.018518518518518528,-0.018518518518518528,0.13636363636363635
Ethereum,2019-04-09,0.03333333333333333,0.03333333333333333,0.31212121212121213
Ethereum,2019-04-16,0.15416666666666667,0.15416666666666667,0.19318181818181818
Ethereum,2019-04-18,0.1,0.1,0.0
Ethereum,2019-04-30,0.15427350427350428,0.2888888888888889,0.06818181818181818
Ethereum,2019-05-01,0.21805555555555556,-0.2,0.1
Ethereum,2019-05-07,0.1486111111111111,0.1486111111111111,0.29450757575757575
Ethereum,2019-05-08,0.10952380952380952,0.10833333333333336,0.125
Ethereum,2019-05-10,0.04864805692391899,0.10833333333333332,0.08055555555555555
Ethereum,2019-05-11,0.08020050125313283,-0.4000000000000001,0.0
Ethereum,2019-05-12,0.25,0.25,0.0
Ethereum,2019-05-13,0.1303255395178131,0.09288827427716316,0.08494668911335579
Ethereum,2019-05-14,0.10372960617588717,0.09521502907866544,0.1354683195592286
Ethereum,2019-05-15,0.05933309111523399,0.06812556045145332,0.0515376984126984
Ethereum,2019-05-16,0.09924448463479986,0.1353378481787573,0.08133428440246625
Ethereum,2019-05-17,0.1221613982879189,0.08940088049810274,0.0724306557639891
Ethereum,2019-05-18,0.14327990758326728,0.10676395826395826,0.09292011019283745
Ethereum,2019-05-19,0.09506356468207118,0.19482032423358953,0.0615530303030303
Ethereum,2019-05-20,0.11617918102987548,0.13802666014541015,0.01958964646464646
Ethereum,2019-05-21,0.1290371013362734,0.10118801652892562,0.05833333333333333
Ethereum,2019-05-22,0.13531448182280345,0.10447270322270323,0.052735003092145946
Ethereum,2019-05-23,0.08664624322841107,0.09273115773115773,-0.010567210567210569
Ethereum,2019-05-24,0.12800664070620318,0.1620920241374787,0.12348484848484849
Ethereum,2019-05-25,0.10696815428723323,0.17390873015873018,-0.005092592592592593
Ethereum,2019-05-26,0.1125530972554782,0.12059862012987013,0.03423295454545455
Ethereum,2019-05-27,0.15821847442680775,0.13675264550264551,0.10648148148148147
Ethereum,2019-05-28,0.10507164873645645,0.09657827371842523,0.06304713804713805
Ethereum,2019-05-29,0.06456105314438648,0.030712121212121215,0.16111111111111112
Ethereum,2019-05-30,0.14240197428833792,0.07355300453514739,0.09371134817563388
Ethereum,2019-05-31,0.21216320717769654,0.2137787097162097,0.18710517877184543
Ethereum,2019-06-01,0.07629877724614567,-0.006952380952380949,0.145
Ethereum,2019-06-02,0.08834112673659457,0.13971533516988063,0.24545454545454545
Ethereum,2019-06-03,0.1454485937788415,0.18452671807359308,0.10147569444444444
Ethereum,2019-06-04,0.09964380511766131,0.05031425364758698,0.022727272727272724
Ethereum,2019-06-05,0.08843883662884708,0.10439612288296497,0.059056732740943266
Ethereum,2019-06-06,0.07521807268818138,0.07160070088641517,0.07976190476190477
Ethereum,2019-06-07,0.16908314210851805,0.09654491341991343,0.12656250000000002
Ethereum,2019-06-08,0.1681028950473395,0.10018237934904602,0.08024691358024691
Ethereum,2019-06-09,0.11722717056519578,0.010785714285714282,0.125
Ethereum,2019-06-10,0.11421299885514972,0.10438767372977897,0.04502544239386344
Ethereum,2019-06-11,0.06371330809642498,0.056782879818594104,0.15982142857142856
Ethereum,2019-06-12,0.0959076743834397,0.10001713564213563,0.04729437229437229
Ethereum,2019-06-13,0.09046856746397264,0.104508177008177,0.0352581369248036
Ethereum,2019-06-14,0.10976136056320125,0.12157186948853616,0.008333333333333333
Ethereum,2019-06-15,0.09118538324420677,0.1975,0.05
Ethereum,2019-06-16,0.07784605546528793,0.1006926406926407,0.07142857142857142
Ethereum,2019-06-17,0.13471869958413019,0.06090449954086317,-0.004132231404958679
Ethereum,2019-06-18,0.09591573857081376,0.15404040404040403,0.0
Ethereum,2019-06-19,0.08345069205936653,0.16058922558922561,0.05342312008978675
Ethereum,2019-06-20,0.042557322636657,0.030267591885238945,0.0851890756302521
Ethereum,2019-06-21,0.13299922935872815,0.12497780280943546,0.045276360544217686
Ethereum,2019-06-22,0.14531591584664902,0.12145591974163404,0.00560185185185185
Ethereum,2019-06-23,0.026283594877344878,0.04468749999999999,0.078125
Ethereum,2019-06-24,0.13690091513342406,0.037970328282828286,0.21666666666666665
Ethereum,2019-06-25,0.0964019362745098,0.086,-0.052727272727272734
Ethereum,2019-06-26,0.07669468494468494,0.012847222222222223,-0.03125
Ethereum,2019-06-27,0.08743295466334682,0.18125,0.027777777777777776
Ethereum,2019-06-28,0.07188575776075777,-0.022086940836940835,0.10170454545454545
Ethereum,2019-06-29,0.14008424340810705,0.1400462962962963,0.08564814814814815
Ethereum,2019-06-30,0.08668939393939393,-0.09166666666666667,-0.0625
Ethereum,2019-07-01,0.05871036899608329,0.10538239538239537,-0.10454545454545457
Ethereum,2019-07-02,0.16097863821210928,0.1226879181424636,0.08209366391184572
Ethereum,2019-07-03,0.10432151934465249,0.1041264687693259,0.03174603174603174
Ethereum,2019-07-04,0.06332417582417582,0.02601010101010101,0.0
Ethereum,2019-07-05,0.14056594061802394,0.04480092592592592,0.1287037037037037
Ethereum,2019-07-06,-0.15070546737213406,-0.15,-0.16666666666666666
Ethereum,2019-07-07,0.16097883597883597,0.17160493827160492,0.0
Ethereum,2019-07-08,-0.0120479347041847,0.003124999999999996,0.03409090909090909
Ethereum,2019-07-09,0.09998289656771799,0.14559163059163058,0.18714285714285714
Ethereum,2019-07-10,0.04559175717070454,-0.0476851851851852,0.14938271604938272
Ethereum,2019-07-11,0.06018332362082361,0.1357823129251701,0.08253968253968254
Ethereum,2019-07-12,0.04873739230540701,0.0038939393939393828,-0.0225
Ethereum,2019-07-14,0.07573172198172197,-0.0798332531665865,0.0
Ethereum,2019-07-15,0.0031018933447504965,0.10596371882086168,0.0625
Ethereum,2019-07-16,0.09565553494124922,0.07475649350649351,0.0
Ethereum,2019-07-17,0.06509168410954126,0.10916666666666666,0.025925925925925925
Ethereum,2019-07-18,0.09848986586046121,0.06660353535353535,0.09999999999999999
Ethereum,2019-07-19,0.08358377425044092,0.10583333333333333,0.08452380952380953
Ethereum,2019-07-20,0.12860192837465564,-0.052777777777777785,0.012698412698412702
Ethereum,2019-07-21,0.09252935064935065,0.005997474747474751,0.16
Ethereum,2019-07-22,0.16252246413020824,0.0979810606060606,0.09653679653679653
Ethereum,2019-07-23,0.07463858828832091,0.11050494118675937,0.018211334120425027
Ethereum,2019-07-24,0.09381026653085478,0.046586491739552975,-0.0023809523809523885
Ethereum,2019-07-25,0.1109627796493398,0.051953125,0.16875
Ethereum,2019-07-26,0.11246937518928259,0.1192003367003367,0.0018518518518518515
Ethereum,2019-07-27,0.08816453369471947,0.08953373015873016,0.001388888888888884
Ethereum,2019-07-28,0.06106618641774892,0.21683238636363636,0.0703125
Ethereum,2019-07-29,0.08215935506146903,0.18681976010101012,0.17708333333333334
Ethereum,2019-07-30,0.11554938897907648,0.038394097222222215,0.25740740740740736
Ethereum,2019-07-31,0.09947459735858429,0.04087301587301587,0.06666666666666668
Ethereum,2019-08-01,0.05410689091610145,0.15569223985890654,0.14814814814814814
Ethereum,2019-08-02,0.10918191311612364,0.06785714285714285,0.03333333333333333
Ethereum,2019-08-03,0.14782257094757092,0.09027777777777778,0.16666666666666666
Ethereum,2019-08-04,0.04708333333333334,-0.041666666666666664,0.0
Ethereum,2019-08-05,0.1394303613053613,0.15873015873015872,0.09107142857142857
Ethereum,2019-08-06,0.03744147659063625,0.053125000000000006,-0.125
Ethereum,2019-08-07,0.14391923057101633,0.23048855905998764,0.023944805194805192
Ethereum,2019-08-08,0.10615394117508778,0.13199810606060605,0.12037878787878788
Ethereum,2019-08-09,0.1208959242433771,0.002545454545454548,-0.007070707070707075
Ethereum,2019-08-10,0.018882751507751507,0.005355639730639729,0.0
Ethereum,2019-08-11,0.08216561624649861,0.020238095238095246,0.18094155844155846
Ethereum,2019-08-12,-0.004977904040404042,0.19259259259259257,0.052083333333333336
Ethereum,2019-08-13,0.11136591803258471,0.06452020202020202,0.09816919191919189
Ethereum,2019-08-14,0.1091729797979798,0.10031746031746032,0.0
Ethereum,2019-08-15,0.05679512793263941,0.10658631772268136,0.09393939393939395
Ethereum,2019-08-16,0.05465755910755911,0.07578294252044253,0.05502525252525252
Ethereum,2019-08-17,0.052890465108602354,0.07870003893813418,0.03333333333333333
Ethereum,2019-08-18,0.09329405162738495,0.0775,-0.041666666666666664
Ethereum,2019-08-19,0.09732392897350331,0.17604166666666665,0.060714285714285714
Ethereum,2019-08-20,0.08688694217924868,0.10152983468772941,0.01874401913875598
Ethereum,2019-08-21,0.10856074978796877,0.1210487012987013,0.09497564935064935
Ethereum,2019-08-22,0.08899927830149869,0.15381386408730158,0.07951388888888888
Ethereum,2019-08-23,0.09509165602915602,0.097979797979798,-0.034027777777777775
Ethereum,2019-08-24,0.10375100282271335,0.11311507936507936,0.0265530303030303
Ethereum,2019-08-25,0.1408528726175785,0.03575757575757576,0.13333333333333333
Ethereum,2019-08-26,0.14358615416569964,0.1313118686868687,0.04583333333333332
Ethereum,2019-08-27,0.09881671860663457,0.10443245480010187,0.017538126361655772
Ethereum,2019-08-28,0.12481013400341441,0.09389131894340226,0.07282046657046655
Ethereum,2019-08-29,0.09289875421537934,0.13547378547378544,0.05016684704184703
Ethereum,2019-08-30,0.07947683682058682,0.11007996632996632,0.051909722222222225
Ethereum,2019-08-31,0.032976711840348207,0.0294047619047619,-0.03333333333333334
Ethereum,2019-09-01,0.13753026294692963,0.08208333333333333,0.04113636363636364
Ethereum,2019-09-02,0.07740379007474303,0.03342652717652717,0.015584415584415584
Ethereum,2019-09-03,0.0969660398999162,0.03262134330316148,0.01919191919191919
Ethereum,2019-09-04,0.09125577844612333,0.04463383838383838,0.042361111111111106
Ethereum,2019-09-05,0.14236530061519553,0.01686868686868686,0.05744227994227994
Ethereum,2019-09-06,0.13970259052290304,0.014677579365079352,0.0072916666666666685
Ethereum,2019-09-07,0.100165817677993,0.08653409090909091,0.055790043290043285
Ethereum,2019-09-08,0.10959241279553777,0.12821969696969696,-0.017361111111111115
Ethereum,2019-09-09,0.10468492826423499,0.14824675324675327,0.003600944510035413
Ethereum,2019-09-10,0.1001006562881563,0.10616666666666666,0.06499999999999999
Ethereum,2019-09-11,0.054878384602410575,0.08152082044939189,0.032521645021645014
Ethereum,2019-09-12,0.1115300072699532,0.0835767531080031,0.11578545875420873
Ethereum,2019-09-13,0.06293862057254915,-0.03862433862433864,0.06691919191919192
Ethereum,2019-09-14,0.16024142990529547,0.07013958263958264,0.04761904761904762
Ethereum,2019-09-15,0.10734162385816799,0.15987554112554112,0.03459821428571429
Ethereum,2019-09-16,0.1006651159916184,0.09121572871572872,0.09753246753246751
Ethereum,2019-09-17,0.09000440826855124,0.11310770038042768,0.005303030303030307
Ethereum,2019-09-18,0.1195656671759613,0.17040068342151674,0.10208333333333335
Ethereum,2019-09-19,0.10045165779837724,0.07619297369297369,-0.02435897435897436
Ethereum,2019-09-20,0.10664259527553568,0.07484379509379509,0.036065295815295814
Ethereum,2019-09-21,0.10370240688868142,0.11444444444444446,0.08333333333333333
Ethereum,2019-09-22,-0.033740740740740745,0.00916666666666667,0.025
Ethereum,2019-09-23,0.14362482871842774,0.07994929453262786,-0.013194444444444446
Ethereum,2019-09-24,0.06821518155198711,-0.07708333333333334,0.08271604938271605
Ethereum,2019-09-25,0.11400158821672236,0.11327457264957265,-0.06591880341880342
Ethereum,2019-09-26,0.10080087605933473,0.09485370284477426,0.028354978354978348
Ethereum,2019-09-27,0.08864151434984767,0.1302848257709369,-0.09333333333333334
Ethereum,2019-09-28,0.1464354858104858,0.11894841269841269,0.08333333333333334
Ethereum,2019-09-29,0.019059199954086323,0.0820436507936508,0.05333333333333333
Ethereum,2019-09-30,0.012102034061952538,-0.00284391534391535,0.0
Ethereum,2019-10-01,0.08349397849020741,0.03692247732426305,0.10750425170068027
Ethereum,2019-10-02,0.03285520244998341,0.030456349206349202,-0.0075892857142857185
Ethereum,2019-10-03,0.053578124276272426,0.004233766233766232,0.02874779541446208
Ethereum,2019-10-04,0.11828171758529132,0.06833175505050505,0.046448863636363635
Ethereum,2019-10-05,0.12876235762370217,0.05009400123685838,-0.021428571428571432
Ethereum,2019-10-06,0.02966744399780114,-0.021666666666666664,0.1285714285714286
Ethereum,2019-10-07,0.07058511300304893,0.07090593434343435,0.04953703703703704
Ethereum,2019-10-08,0.06825998696373746,0.1189021796916534,0.07324561403508772
Ethereum,2019-10-09,0.09960431622370523,0.07873215144643717,0.017840909090909088
Ethereum,2019-10-10,0.12630517367181024,-0.012325890483785223,0.02639553429027113
Ethereum,2019-10-11,0.10435108619077431,0.033254395458342835,-0.06016081871345029
Ethereum,2019-10-12,0.14298049628942486,0.16875,0.2791666666666667
Ethereum,2019-10-13,0.06404796342239037,0.20517831242831244,0.06410256410256411
Ethereum,2019-10-14,0.08376295036586386,0.1582449254449254,0.1991919191919192
Ethereum,2019-10-15,0.0027473098330241205,0.09166666666666666,0.16071428571428573
Ethereum,2019-10-16,0.036655297317062026,0.004003577441077441,0.18020833333333333
Ethereum,2019-10-17,0.08051607123035695,0.0686038961038961,0.0
Ethereum,2019-10-18,0.023531468531468522,0.18453282828282833,0.0
Ethereum,2019-10-19,0.022222222222222227,-0.0638888888888889,0.0
Ethereum,2019-10-20,0.07652146464646464,-0.006092171717171718,0.044444444444444446
Ethereum,2019-10-21,0.10667807886557887,0.28827272727272724,0.2033333333333333
Ethereum,2019-10-22,0.0395062912676549,0.008470117845117843,-0.020833333333333332
Ethereum,2019-10-23,0.05420958254125271,0.13335555555555556,-0.09236111111111109
Ethereum,2019-10-24,0.13673430831151417,0.09545454545454546,0.0
Ethereum,2019-10-25,0.09204587079587079,0.08090428090428091,0.03571428571428571
Ethereum,2019-10-26,0.07493386243386242,0.012588183421516755,0.06666666666666667
Ethereum,2019-10-27,0.05812280040221216,0.00043402777777777277,0.041666666666666664
Ethereum,2019-10-28,0.058957621326042375,0.006850649350649351,0.022857142857142857
Ethereum,2019-10-29,0.10654807804429016,0.01731481481481481,0.06712962962962962
Ethereum,2019-10-30,0.10973113591887088,0.09998711605854463,0.09107142857142857
Ethereum,2019-10-31,0.07475965224012097,0.01646181199752628,0.0062500000000000056
Ethereum,2019-11-01,0.12906429301518588,0.12285353535353534,0.1357142857142857
Ethereum,2019-11-02,0.062163517221083014,0.16175,0.09375
Ethereum,2019-11-03,0.030889249639249643,0.041666666666666664,0.14166666666666666
Ethereum,2019-11-04,0.05699729540007318,0.12141203703703704,0.08876262626262627
Ethereum,2019-11-05,0.09524437483289296,0.04264374514374514,0.0038461538461538455
Ethereum,2019-11-06,0.049295555634841344,0.044812925170068026,0.03571428571428571
Ethereum,2019-11-07,0.08307637519175981,0.048451363451363444,0.03688228438228438
Ethereum,2019-11-08,0.06737744361212496,0.2701851851851852,0.00025252525252524954
Ethereum,2019-11-09,0.0766659151034151,0.1295436507936508,0.02
Ethereum,2019-11-10,0.04297120703370704,0.06000881834215168,0.08333333333333333
Ethereum,2019-11-11,0.08895016623860794,0.11766240446796002,0.1638888888888889
Ethereum,2019-11-12,0.05858139275684453,0.05636574074074074,0.04732142857142857
