time,trade_id,price,size,side
2019-11-26T21:00:00+00:00,78597684,7107.92000000,0.00133128,sell
2019-11-26T21:00:00+00:00,78596683,7142.78000000,0.00668581,sell
2019-11-26T21:00:00+00:00,78596682,7142.78000000,0.07360401,sell
2019-11-26T21:00:00+00:00,78596681,7144.23000000,0.02688511,sell
2019-11-26T21:00:00+00:00,78596680,7142.26000000,0.04408705,buy
2019-11-26T21:00:00+00:00,78596679,7141.99000000,0.37839107,sell
2019-11-26T21:00:00+00:00,78596678,7141.99000000,0.00160893,sell
2019-11-26T21:00:00+00:00,78596677,7141.99000000,0.10000000,sell
2019-11-26T21:00:00+00:00,78596676,7145.03000000,0.06870327,buy
2019-11-26T21:00:00+00:00,78596675,7150.00000000,0.00932540,sell
2019-11-26T21:00:00+00:00,78596674,7150.00000000,0.00654797,sell
2019-11-26T21:00:00+00:00,78596673,7150.00000000,0.04358710,sell
2019-11-26T21:00:00+00:00,78596672,7149.99000000,0.05352226,sell
2019-11-26T21:00:00+00:00,78596671,7146.49000000,0.00600000,sell
2019-11-26T21:00:00+00:00,78596670,7146.49000000,1.58000000,sell
2019-11-26T21:00:00+00:00,78596669,7146.49000000,0.92000000,sell
2019-11-26T21:00:00+00:00,78596668,7146.48000000,0.05461334,buy
2019-11-26T21:00:00+00:00,78596667,7143.61000000,0.10000000,sell
2019-11-26T21:00:00+00:00,78596666,7148.01000000,0.00900000,buy
2019-11-26T21:00:00+00:00,78596665,7148.02000000,0.10000000,buy
2019-11-26T21:00:00+00:00,78596664,7143.61000000,0.21204477,sell
2019-11-26T21:00:00+00:00,78596663,7143.61000000,0.02744790,sell
2019-11-26T21:00:00+00:00,78596662,7143.60000000,0.00125542,sell
2019-11-26T21:00:00+00:00,78596661,7143.60000000,0.00125503,sell
2019-11-26T21:00:00+00:00,78596660,7141.89000000,0.50000000,sell
2019-11-26T21:00:00+00:00,78596659,7141.16000000,0.00000530,sell
2019-11-26T21:00:00+00:00,78596658,7141.16000000,0.06991000,sell
2019-11-26T21:00:00+00:00,78596657,7141.15000000,0.00444414,buy
2019-11-26T21:00:00+00:00,78596656,7141.16000000,0.00136954,sell
2019-11-26T21:00:00+00:00,78596655,7141.16000000,0.01351566,sell
2019-11-26T21:00:00+00:00,78596654,7141.88000000,0.03202687,buy
2019-11-26T21:00:00+00:00,78596653,7143.31000000,0.05353405,sell
2019-11-26T21:00:00+00:00,78596652,7144.10000000,0.00146274,buy
2019-11-26T21:00:00+00:00,78596651,7144.11000000,0.02741908,sell
2019-11-26T21:00:00+00:00,78596650,7144.11000000,0.65426080,sell
2019-11-26T21:00:00+00:00,78596649,7146.16000000,0.01001735,sell
2019-11-26T21:00:00+00:00,78596648,7149.39000000,0.03800000,buy
2019-11-26T21:00:00+00:00,78596647,7149.40000000,0.00146274,sell
2019-11-26T21:00:00+00:00,78596646,7149.40000000,0.00433708,sell
2019-11-26T21:00:00+00:00,78596645,7149.40000000,0.00297243,sell
2019-11-26T21:00:00+00:00,78596644,7149.40000000,0.00407717,sell
2019-11-26T21:00:00+00:00,78596643,7149.40000000,0.07632739,sell
2019-11-26T21:00:00+00:00,78596642,7149.40000000,0.10000000,sell
2019-11-26T21:00:00+00:00,78596641,7150.00000000,0.50000000,buy
2019-11-26T21:00:00+00:00,78596640,7150.00000000,0.46981241,buy
2019-11-26T21:00:00+00:00,78596639,7150.00000000,0.13018759,buy
2019-11-26T21:00:00+00:00,78596638,7150.01000000,0.18000000,buy
2019-11-26T21:00:00+00:00,78596637,7150.03000000,0.01458000,buy
2019-11-26T21:00:00+00:00,78596636,7151.10000000,0.00000530,buy
2019-11-26T21:00:00+00:00,78596635,7151.10000000,0.06991000,buy
2019-11-26T21:00:00+00:00,78596634,7152.76000000,0.00174109,sell
2019-11-26T21:00:00+00:00,78596633,7149.40000000,0.06981241,sell
2019-11-26T21:00:00+00:00,78596632,7149.40000000,0.03018759,sell
2019-11-26T21:00:00+00:00,78596631,7149.40000000,0.06981241,sell
2019-11-26T21:00:00+00:00,78596630,7149.40000000,0.00254790,sell
2019-11-26T21:00:00+00:00,78596629,7149.40000000,0.00412129,sell
2019-11-26T21:00:00+00:00,78596628,7149.40000000,0.00255216,sell
2019-11-26T21:00:00+00:00,78596627,7149.40000000,0.00271354,sell
2019-11-26T21:00:00+00:00,78596626,7155.17000000,0.18000000,buy
2019-11-26T21:00:00+00:00,78596625,7157.00000000,0.71290000,buy
2019-11-26T21:00:00+00:00,78596624,7157.82000000,1.98990000,buy
2019-11-26T21:00:00+00:00,78596623,7158.38000000,0.04000000,buy
2019-11-26T21:00:00+00:00,78596622,7158.38000000,0.49080000,buy
2019-11-26T21:00:00+00:00,78596621,7158.46000000,1.28208475,sell
2019-11-26T21:00:00+00:00,78596620,7158.46000000,0.40972472,sell
2019-11-26T21:00:00+00:00,78596619,7158.46000000,0.66111422,sell
2019-11-26T21:00:00+00:00,78596618,7158.46000000,0.04707631,sell
2019-11-26T21:00:00+00:00,78596617,7159.63000000,1.00000000,buy
2019-11-26T21:00:00+00:00,78596616,7160.61000000,0.00005632,buy
2019-11-26T21:00:00+00:00,78596615,7160.61000000,0.99994368,buy
2019-11-26T21:00:00+00:00,78596614,7161.29000000,0.00005632,buy
2019-11-26T21:00:00+00:00,78596613,7161.29000000,1.74000000,buy
2019-11-26T21:00:00+00:00,78596612,7162.05000000,0.56984941,buy
2019-11-26T21:00:00+00:00,78596611,7162.05000000,0.21910000,buy
2019-11-26T21:00:00+00:00,78596610,7162.05000000,0.93018759,buy
2019-11-26T21:00:00+00:00,78596609,7162.06000000,0.06981241,buy
2019-11-26T21:00:00+00:00,78596608,7162.05000000,3.38086300,buy
2019-11-26T21:00:00+00:00,78596607,7162.25000000,1.00000000,buy
2019-11-26T21:00:00+00:00,78596606,7162.70000000,0.50000000,buy
2019-11-26T21:00:00+00:00,78596605,7162.89000000,0.21913700,buy
2019-11-26T21:00:00+00:00,78596604,7162.69000000,2.88512396,buy
2019-11-26T21:00:00+00:00,78596603,7162.69000000,0.59987604,buy
2019-11-26T21:00:00+00:00,78596602,7162.89000000,0.04000000,buy
2019-11-26T21:00:00+00:00,78596601,7163.16000000,0.40972472,buy
2019-11-26T21:00:00+00:00,78596600,7163.16000000,0.05039924,buy
2019-11-26T21:00:00+00:00,78596599,7163.16000000,0.04000000,buy
2019-11-26T21:00:00+00:00,78596598,7163.16000000,0.00960076,buy
2019-11-26T21:00:00+00:00,78596597,7163.16000000,0.09039924,buy
2019-11-26T21:00:00+00:00,78596596,7163.16000000,0.40960076,buy
2019-11-26T21:00:00+00:00,78596595,7163.16000000,0.00009924,buy
2019-11-26T21:00:00+00:00,78596594,7163.16000000,0.24337528,buy
2019-11-26T21:00:00+00:00,78596593,7163.16000000,0.10000000,buy
2019-11-26T21:00:00+00:00,78596592,7163.16000000,0.30000000,buy
2019-11-26T21:00:00+00:00,78596591,7163.16000000,0.40972472,buy
2019-11-26T21:00:00+00:00,78596590,7163.17000000,0.08897262,sell
2019-11-26T21:00:00+00:00,78596589,7163.17000000,0.29952566,sell
2019-11-26T21:00:00+00:00,78596588,7163.17000000,0.00200000,sell
2019-11-26T21:00:00+00:00,78596587,7163.16000000,0.00100000,buy
2019-11-26T21:00:00+00:00,78596586,7161.00000000,0.03300000,buy
2019-11-26T21:00:00+00:00,78596585,7162.24000000,0.49208258,sell
2019-11-26T21:00:00+00:00,78596584,7162.24000000,1.11991742,sell
2019-11-26T20:00:00+00:00,78595583,7103.69000000,0.00577363,sell
2019-11-26T20:00:00+00:00,78595582,7103.68000000,0.02182645,sell
2019-11-26T20:00:00+00:00,78595581,7102.60000000,0.02537516,buy
2019-11-26T20:00:00+00:00,78595580,7102.61000000,0.02020144,buy
2019-11-26T20:00:00+00:00,78595579,7104.77000000,0.02020144,sell
2019-11-26T20:00:00+00:00,78595578,7104.61000000,3.12220829,sell
2019-11-26T20:00:00+00:00,78595577,7104.61000000,0.01359155,sell
2019-11-26T20:00:00+00:00,78595576,7104.56000000,0.06336279,sell
2019-11-26T20:00:00+00:00,78595575,7104.50000000,2.00000000,sell
2019-11-26T20:00:00+00:00,78595574,7104.50000000,0.02537516,sell
2019-11-26T20:00:00+00:00,78595573,7104.84000000,1.10438219,sell
2019-11-26T20:00:00+00:00,78595572,7104.25000000,0.70841537,sell
2019-11-26T20:00:00+00:00,78595571,7104.03000000,0.60000000,sell
2019-11-26T20:00:00+00:00,78595570,7103.96000000,0.21418594,sell
2019-11-26T20:00:00+00:00,78595569,7103.82000000,1.00000000,sell
2019-11-26T20:00:00+00:00,78595568,7102.51000000,0.60000000,sell
2019-11-26T20:00:00+00:00,78595567,7102.50000000,0.00355551,buy
2019-11-26T20:00:00+00:00,78595566,7102.50000000,0.02132664,buy
2019-11-26T20:00:00+00:00,78595565,7102.51000000,0.00702220,sell
2019-11-26T20:00:00+00:00,78595564,7102.51000000,0.02030177,sell
2019-11-26T20:00:00+00:00,78595563,7102.51000000,0.62976534,sell
2019-11-26T20:00:00+00:00,78595562,7102.51000000,2.00000000,sell
2019-11-26T20:00:00+00:00,78595561,7102.51000000,0.49336609,sell
2019-11-26T20:00:00+00:00,78595560,7102.51000000,0.03637678,sell
2019-11-26T20:00:00+00:00,78595559,7102.51000000,0.07025713,sell
2019-11-26T20:00:00+00:00,78595558,7102.01000000,0.03658274,sell
2019-11-26T20:00:00+00:00,78595557,7102.00000000,0.00108700,buy
2019-11-26T20:00:00+00:00,78595556,7102.00000000,0.00283026,buy
2019-11-26T20:00:00+00:00,78595555,7102.01000000,0.00175271,sell
2019-11-26T20:00:00+00:00,78595554,7102.00000000,0.02844411,buy
2019-11-26T20:00:00+00:00,78595553,7102.01000000,0.00231312,sell
2019-11-26T20:00:00+00:00,78595552,7102.01000000,0.00434282,sell
2019-11-26T20:00:00+00:00,78595551,7102.00000000,0.14465244,buy
2019-11-26T20:00:00+00:00,78595550,7102.00000000,0.01467663,buy
2019-11-26T20:00:00+00:00,78595549,7102.50000000,0.00121434,buy
2019-11-26T20:00:00+00:00,78595548,7102.50000000,0.02878566,buy
2019-11-26T20:00:00+00:00,78595547,7102.51000000,0.00248060,sell
2019-11-26T20:00:00+00:00,78595546,7102.51000000,0.01234889,sell
2019-11-26T20:00:00+00:00,78595545,7102.51000000,0.00354208,sell
2019-11-26T20:00:00+00:00,78595544,7105.00000000,0.00000190,buy
2019-11-26T20:00:00+00:00,78595543,7105.00000000,0.02999810,buy
2019-11-26T20:00:00+00:00,78595542,7105.00000000,0.00000190,buy
2019-11-26T20:00:00+00:00,78595541,7105.01000000,0.00329204,sell
2019-11-26T20:00:00+00:00,78595540,7105.01000000,0.00286838,sell
2019-11-26T20:00:00+00:00,78595539,7105.01000000,0.00184412,sell
2019-11-26T20:00:00+00:00,78595538,7105.01000000,0.09629113,sell
2019-11-26T20:00:00+00:00,78595537,7105.01000000,0.00370887,sell
2019-11-26T20:00:00+00:00,78595536,7105.01000000,0.00301471,sell
2019-11-26T20:00:00+00:00,78595535,7105.00000000,0.35406000,buy
2019-11-26T20:00:00+00:00,78595534,7105.00000000,0.03000000,buy
2019-11-26T20:00:00+00:00,78595533,7105.01000000,0.00280985,sell
2019-11-26T20:00:00+00:00,78595532,7105.01000000,0.03765615,sell
2019-11-26T20:00:00+00:00,78595531,7105.01000000,0.00245116,sell
2019-11-26T20:00:00+00:00,78595530,7107.99000000,0.01357626,sell
2019-11-26T20:00:00+00:00,78595529,7109.26000000,0.00342893,sell
2019-11-26T20:00:00+00:00,78595528,7106.95000000,0.02798495,sell
2019-11-26T20:00:00+00:00,78595527,7105.16000000,0.07087245,buy
2019-11-26T20:00:00+00:00,78595526,7107.50000000,0.03000000,buy
2019-11-26T20:00:00+00:00,78595525,7110.00000000,0.00004000,buy
2019-11-26T20:00:00+00:00,78595524,7110.00000000,0.83160000,buy
2019-11-26T20:00:00+00:00,78595523,7110.00000000,0.03000000,buy
2019-11-26T20:00:00+00:00,78595522,7110.01000000,0.01357051,sell
2019-11-26T20:00:00+00:00,78595521,7110.01000000,0.01357051,sell
2019-11-26T20:00:00+00:00,78595520,7110.02000000,0.00091245,sell
2019-11-26T20:00:00+00:00,78595519,7110.02000000,0.10000000,sell
2019-11-26T20:00:00+00:00,78595518,7112.04000000,0.00000514,buy
2019-11-26T20:00:00+00:00,78595517,7112.04000000,0.13033000,buy
2019-11-26T20:00:00+00:00,78595516,7112.04000000,0.10000000,buy
2019-11-26T20:00:00+00:00,78595515,7112.04000000,0.80000000,buy
2019-11-26T20:00:00+00:00,78595514,7112.04000000,0.09999931,buy
2019-11-26T20:00:00+00:00,78595513,7112.05000000,0.00000069,buy
2019-11-26T20:00:00+00:00,78595512,7112.05000000,0.18101000,buy
2019-11-26T20:00:00+00:00,78595511,7112.30000000,0.78957949,buy
2019-11-26T20:00:00+00:00,78595510,7112.31000000,0.18101069,buy
2019-11-26T20:00:00+00:00,78595509,7112.77000000,0.18956094,buy
2019-11-26T20:00:00+00:00,78595508,7112.77000000,0.10000000,buy
2019-11-26T20:00:00+00:00,78595507,7111.50000000,0.02382193,sell
2019-11-26T20:00:00+00:00,78595506,7111.50000000,0.00133789,sell
2019-11-26T20:00:00+00:00,78595505,7111.50000000,0.01345462,sell
2019-11-26T20:00:00+00:00,78595504,7110.01000000,0.01169553,sell
2019-11-26T20:00:00+00:00,78595503,7110.51000000,0.08565026,buy
2019-11-26T20:00:00+00:00,78595502,7111.42000000,0.01500000,buy
2019-11-26T20:00:00+00:00,78595501,7111.49000000,0.03917576,buy
2019-11-26T20:00:00+00:00,78595500,7111.50000000,0.01345426,sell
2019-11-26T20:00:00+00:00,78595499,7111.50000000,0.00349856,sell
2019-11-26T20:00:00+00:00,78595498,7111.50000000,0.02154109,sell
2019-11-26T20:00:00+00:00,78595497,7111.50000000,0.00329149,sell
2019-11-26T20:00:00+00:00,78595496,7108.59000000,0.03649978,buy
2019-11-26T20:00:00+00:00,78595495,7108.59000000,0.01300000,buy
2019-11-26T20:00:00+00:00,78595494,7106.27000000,0.00162501,buy
2019-11-26T20:00:00+00:00,78595493,7107.13000000,0.01413789,sell
2019-11-26T20:00:00+00:00,78595492,7107.60000000,0.06572302,sell
2019-11-26T20:00:00+00:00,78595491,7106.27000000,0.00290228,sell
2019-11-26T20:00:00+00:00,78595490,7106.27000000,0.01674103,sell
2019-11-26T20:00:00+00:00,78595489,7106.27000000,0.04890270,sell
2019-11-26T20:00:00+00:00,78595488,7106.27000000,0.01081286,sell
2019-11-26T20:00:00+00:00,78595487,7106.27000000,0.07036515,sell
2019-11-26T20:00:00+00:00,78595486,7106.27000000,0.00672240,sell
2019-11-26T20:00:00+00:00,78595485,7106.27000000,0.09381650,sell
2019-11-26T20:00:00+00:00,78595484,7106.27000000,0.00392189,sell
